system:index,0_cumulative_cost,10_cumulative_cost,11_cumulative_cost,12_cumulative_cost,13_cumulative_cost,14_cumulative_cost,15_cumulative_cost,16_cumulative_cost,17_cumulative_cost,18_cumulative_cost,19_cumulative_cost,1_cumulative_cost,20_cumulative_cost,21_cumulative_cost,22_cumulative_cost,23_cumulative_cost,24_cumulative_cost,25_cumulative_cost,26_cumulative_cost,27_cumulative_cost,28_cumulative_cost,29_cumulative_cost,2_cumulative_cost,30_cumulative_cost,31_cumulative_cost,32_cumulative_cost,33_cumulative_cost,34_cumulative_cost,35_cumulative_cost,36_cumulative_cost,37_cumulative_cost,38_cumulative_cost,39_cumulative_cost,3_cumulative_cost,40_cumulative_cost,41_cumulative_cost,42_cumulative_cost,43_cumulative_cost,44_cumulative_cost,45_cumulative_cost,46_cumulative_cost,47_cumulative_cost,48_cumulative_cost,49_cumulative_cost,4_cumulative_cost,50_cumulative_cost,51_cumulative_cost,52_cumulative_cost,53_cumulative_cost,54_cumulative_cost,55_cumulative_cost,56_cumulative_cost,57_cumulative_cost,58_cumulative_cost,59_cumulative_cost,5_cumulative_cost,60_cumulative_cost,61_cumulative_cost,62_cumulative_cost,63_cumulative_cost,64_cumulative_cost,65_cumulative_cost,66_cumulative_cost,67_cumulative_cost,68_cumulative_cost,69_cumulative_cost,6_cumulative_cost,70_cumulative_cost,71_cumulative_cost,72_cumulative_cost,73_cumulative_cost,74_cumulative_cost,75_cumulative_cost,76_cumulative_cost,77_cumulative_cost,78_cumulative_cost,79_cumulative_cost,7_cumulative_cost,80_cumulative_cost,81_cumulative_cost,82_cumulative_cost,83_cumulative_cost,8_cumulative_cost,9_cumulative_cost,.geo
393,,,75.00000000008885,20.90088039656154,50.01079632573162,,170.90093979016092,45.000000000053305,0.0,,15.000000000017767,,0.0,0.0,550.1165860588134,288.1288780417275,0.0,0.0,92.70266494769058,120.92248492714691,20.90088039656154,15.000000000017767,320.9009991783335,80.90085663767363,165.0000000000184,45.000000000053305,,,0.0,0.0,,110.90091603330157,105.00000000008012,0.0,45.000000000009045,,,105.00000000008012,20.90088039656154,,,43.664873893755114,0.0,429.95345172373186,,,15.000000000017767,45.000000000053305,15.000000000017767,661.3190308383031,14.55495796458504,15.000000000017767,,,140.90083287779714,0.0,45.000000000009045,14.55495796458504,72.77478982292519,140.90083287779714,20.90088039656154,14.55495796458504,62.70262931031366,45.000000000009045,0.0,,313.51262383936603,,45.000000000009045,45.000000000053305,164.50447325634764,104.5044494991109,140.90083287779714,20.90088039656154,130.99462168126536,,108.23062818407178,255.000000000125,45.000000000009045,15.000000000017767,,15.000000000017767,15.000000000017767,,"{""type"":""Point"",""coordinates"":[105.481882822102,13.991827076408075]}"
394,45.000000000053305,104.49042581773074,80.8981185672991,204.4906000808677,133.59243613732258,582.8137366753206,188.0830432450645,146.28655558154492,92.6942364023532,15.000000000017767,104.49052125793783,15.000000000017767,188.0830432450645,50.89810663763964,104.49042581773074,246.2862170895674,72.75478719846186,258.98048705656794,,91.7961528041798,176.28678225141235,14.550957439692372,,14.550957439692372,0.0,14.550957439692372,,,14.550957439692372,0.0,,146.28677032209822,255.000000000125,308.20392541363105,343.47201709056435,75.00000000008885,,175.38868520148296,217.18495812444922,15.000000000017767,,170.89803505486356,218.08305517416173,0.0,,,175.38868520148296,191.79626589609205,79.10192446647602,,291.79561594613676,308.20392541363105,,,110.89805891672364,80.89807084726817,165.00000000001842,648.8612652824723,79.10192446647602,14.550957439692372,62.694272192973344,0.0,62.694296053017176,15.000000000017767,45.000000000009045,149.9999140265927,149.9999140265927,,236.28680610935814,122.69431991215095,20.898094707706534,,195.00000000005392,0.0,0.0,,91.7961528041798,108.20383934586076,0.0,50.00000958709128,,15.000000000017767,162.69435101670732,120.89812581178666,"{""type"":""Point"",""coordinates"":[104.50336376184508,14.05468825930915]}"
395,20.906133382846356,,0.0,14.562500232520428,14.562500232520428,,0.0,14.562500232520428,80.90615694805997,0.0,0.0,0.0,0.0,50.03113384788721,14.99999999997351,20.906133382846356,0.0,20.906133382846356,,14.99999999997351,74.99999999991181,44.999999999964786,62.71838836561336,,14.562500232520428,278.15469376055427,20.906133382846356,,0.0,44.999999999964786,,0.0,43.68750069756128,0.0,105.00000000003587,,,0.0,62.71838836561336,302.71810555542396,,14.562500232520428,72.81250116260213,14.562500232520428,,,0.0,75.00000000000033,14.562500232520428,14.562500232520428,0.0,105.00000000003587,,,62.71838836561336,20.906133382846356,200.90606268197922,266.5934151865651,0.0,0.0,415.4050451333997,14.99999999997351,0.0,14.99999999997351,43.68750069756128,,20.906133382846356,0.0,0.0,0.0,62.718411931279164,14.562500232520428,14.99999999997351,72.81250116260213,218.4375034878064,164.5305019502815,79.15613431292806,0.0,224.53038411382704,,43.68750069756128,14.99999999997351,14.562500232520428,140.90608624983616,"{""type"":""Point"",""coordinates"":[104.57700433388781,13.872151964287342]}"
396,,,14.55575936221187,0.0,313.52099561875195,,194.50696688897958,0.0,236.30971328640067,,0.0,0.0,0.0,0.0,,91.81578821352277,0.0,133.61875860926745,470.2650884970395,134.9999999999829,0.0,122.704232360225,0.0,72.77879681105935,50.9014266126114,0.0,,,14.55575936221187,0.0,,229.91552656466567,20.901438481832386,0.0,0.0,,,137.34751337952736,0.0,,,133.61875860926745,0.0,62.70430357632916,,,14.55575936221187,0.0,14.55575936221187,175.42169491688182,62.70430357632916,0.0,,,50.012957206256125,43.667278086635605,0.0,253.79358827722234,397.128292495962,20.901438481832386,14.55575936221187,14.55575936221187,14.55575936221187,72.77879681105935,14.55575936221187,282.90510700164606,468.93140681874684,,0.0,0.0,14.55575936221187,133.61875860926745,50.012957206256125,0.0,224.50690753901847,,62.70430357632916,,0.0,0.0,134.9999999999829,92.70433918324915,0.0,140.90139100385468,"{""type"":""Point"",""coordinates"":[105.06954766835517,13.97909359405683]}"
397,,,0.0,134.5284863500107,50.90569727016732,0.0,20.905685479163875,45.000000000009045,0.0,0.0,0.0,,0.0,14.561857208240651,122.71697389802713,45.000000000053305,14.561857208240651,14.561857208240651,20.905685479163875,14.561857208240651,101.93300045768456,0.0,50.02939989564518,259.9628468282698,14.561857208240651,0.0,,,0.0,0.0,,0.0,15.000000000017767,0.0,0.0,0.0,,50.02939989564518,14.561857208240651,,,14.561857208240651,0.0,0.0,,,14.561857208240651,14.561857208240651,14.561857208240651,14.561857208240651,14.561857208240651,14.561857208240651,,,50.90569727016732,15.000000000017767,212.71712718003957,62.71706822845954,361.7743710603085,92.71708001924563,92.71700927247352,15.000000000017767,104.52838023076572,50.02939989564518,15.000000000017767,0.0,50.02939989564518,,74.99999999995606,0.0,0.0,,62.717044646274616,224.5285217202676,14.561857208240651,,14.561857208240651,0.0,208.33544744884227,20.905685479163875,308.3939071580758,188.15098065034093,14.561857208240651,0.0,"{""type"":""Point"",""coordinates"":[105.32889787228667,13.882452620434094]}"
398,,,0.0,50.037738816189254,120.98323801102958,0.0,91.85342977968487,0.0,0.0,72.82474802512154,14.99999999997351,0.0,0.0,14.564949605024308,137.4274364463351,44.999999999964786,44.999999999920526,14.564949605024308,74.99999999991181,0.0,0.0,72.82474802512154,0.0,91.85337253902571,,0.0,43.69484881507292,,44.999999999964786,0.0,,0.0,0.0,0.0,0.0,14.99999999997351,,0.0,62.723507067021856,44.999999999920526,50.037738816189254,0.0,0.0,20.907839606140637,,,0.0,0.0,14.99999999997351,50.037738816189254,0.0,101.95464723517016,,,20.907839606140637,20.907839606140637,20.907839606140637,108.29753723628649,14.564949605024308,105.00000000003587,14.99999999997351,50.037738816189254,50.037738816189254,104.53915102491723,62.72353056963625,44.999999999920526,131.08454644521876,,20.907839606140637,0.0,0.0,,150.1132281997821,72.82474802512154,101.95464723517016,,0.0,134.53925678609454,72.82474802512154,72.82474802512154,,50.037738816189254,0.0,,"{""type"":""Point"",""coordinates"":[104.94900270193557,13.832888412151322]}"
399,,,20.903784299416632,0.0,72.79563826837504,,20.903784299416632,0.0,45.000000000053305,,0.0,14.559127653675008,0.0,14.559127653675008,361.74965708787755,15.000000000017767,0.0,0.0,,45.000000000053305,0.0,217.25198893746395,170.90384342700284,15.000000000017767,104.51887419212711,0.0,,,14.559127653675008,0.0,,104.5189688006723,,0.0,0.0,,,188.13386947275316,0.0,,,120.94778376739407,0.0,259.9412015393389,,,20.903784299416632,0.0,0.0,20.903784299416632,62.71134107208107,0.0,,,20.903784299416632,0.0,0.0,0.0,242.71112818982246,20.903784299416632,0.0,0.0,,20.903784299416632,0.0,79.14029491411667,259.9412015393389,0.0,0.0,0.0,75.00000000000031,,0.0,0.0,0.0,,176.32660835360969,14.559127653675008,0.0,0.0,50.90377247328334,20.903784299416632,0.0,0.0,"{""type"":""Point"",""coordinates"":[105.52933825149795,13.925697778095875]}"
400,50.02707079121527,,20.905083851349634,0.0,79.14905773108092,,50.02707079121527,182.71531056215562,,,0.0,0.0,14.56099346993282,20.905083851349634,170.9051428594919,0.0,188.14594349189812,14.56099346993282,,50.02707079121527,43.68298040979846,50.90509565343676,,20.905083851349634,0.0,20.905083851349634,,,0.0,0.0,,,0.0,0.0,50.02707079121527,,,50.02707079121527,0.0,,,14.56099346993282,0.0,43.68298040979846,,,20.905083851349634,0.0,14.56099346993282,0.0,91.83719280278677,0.0,,14.56099346993282,14.56099346993282,0.0,74.99999999995606,0.0,104.52537204735997,92.71520434469623,45.000000000009045,74.99999999995606,,14.56099346993282,0.0,15.000000000017767,101.92695428952973,,62.71526335610049,0.0,0.0,,80.90510745530659,0.0,15.000000000017767,,0.0,62.71523975174824,62.71523975174824,45.000000000009045,91.83725029596613,14.56099346993282,14.56099346993282,0.0,"{""type"":""Point"",""coordinates"":[104.76187109638019,13.896129909254412]}"
401,104.50670574238968,,14.555605958467206,15.000000000017767,20.901331651803886,237.37127832792294,0.0,50.90131978071754,0.0,50.90131978071754,50.012543568738295,14.555605958467206,14.555605958467206,14.555605958467206,,15.000000000017767,20.901331651803886,140.90137913408552,0.0,79.1237554856727,0.0,20.901331651803886,296.3087992071826,,14.555605958467206,20.901331651803886,,134.50655141777736,72.77802979233603,45.000000000053305,,0.0,0.0,0.0,20.901331651803886,20.901331651803886,,,50.9013435227442,,50.012543568738295,104.50661077428309,20.901331651803886,195.56860315341038,,,43.66681787540162,0.0,200.9012604218524,,14.555605958467206,14.555605958467206,,,43.66681787540162,0.0,14.555605958467206,15.000000000017767,229.9143513851561,152.70387624154236,266.3088823130643,182.7038406260164,120.92643066018526,20.901331651803886,0.0,,14.555605958467206,45.000000000053305,176.3091316215464,45.000000000053305,14.555605958467206,104.50661077428309,0.0,91.81521874325085,14.555605958467206,,62.70400682631644,15.000000000017767,176.3094402698217,,108.23496740260711,15.000000000017767,0.0,104.50661077428309,"{""type"":""Point"",""coordinates"":[104.56072250438758,13.981395300716944]}"
402,,,14.551060237083279,43.65318071124984,50.0002867578966,,20.89816628373005,0.0,20.89816628373005,,0.0,14.551060237083279,43.65318071124984,,20.89816628373005,0.0,80.89814242583788,80.8981901406947,204.49151229110507,20.89816628373005,44.999999999920526,14.551060237083279,,,14.551060237083279,72.7553011854164,,,0.0,14.551060237083279,,92.69445113563638,14.551060237083279,14.551060237083279,104.4908791329766,44.999999999920526,,50.89815435486404,72.7553011854164,,,0.0,50.0002867578966,0.0,,0.0,14.551060237083279,122.69441534826991,,175.3893918169385,14.99999999997351,20.89816628373005,,,0.0,43.65318071124984,50.0002867578966,50.89817821230494,50.0002867578966,79.10240723206316,104.49078370314946,20.89816628373005,0.0,14.551060237083279,14.99999999997351,14.551060237083279,191.79693953782612,,75.00000000000033,74.99999999991181,50.0002867578966,,44.999999999920526,44.999999999920526,50.89817821230494,,0.0,101.85742165958295,146.28727134277196,92.69445113563638,79.10240723206316,120.89875172815113,50.89817821230494,20.89816628373005,"{""type"":""Point"",""coordinates"":[104.95247466727224,14.053168278454413]}"
