system:index,0_cumulative_cost,10_cumulative_cost,11_cumulative_cost,12_cumulative_cost,13_cumulative_cost,14_cumulative_cost,15_cumulative_cost,16_cumulative_cost,17_cumulative_cost,18_cumulative_cost,19_cumulative_cost,1_cumulative_cost,20_cumulative_cost,21_cumulative_cost,22_cumulative_cost,23_cumulative_cost,24_cumulative_cost,25_cumulative_cost,26_cumulative_cost,27_cumulative_cost,28_cumulative_cost,29_cumulative_cost,2_cumulative_cost,30_cumulative_cost,31_cumulative_cost,32_cumulative_cost,33_cumulative_cost,34_cumulative_cost,35_cumulative_cost,36_cumulative_cost,37_cumulative_cost,38_cumulative_cost,39_cumulative_cost,3_cumulative_cost,40_cumulative_cost,41_cumulative_cost,42_cumulative_cost,43_cumulative_cost,44_cumulative_cost,45_cumulative_cost,46_cumulative_cost,47_cumulative_cost,48_cumulative_cost,49_cumulative_cost,4_cumulative_cost,50_cumulative_cost,51_cumulative_cost,52_cumulative_cost,53_cumulative_cost,54_cumulative_cost,55_cumulative_cost,56_cumulative_cost,57_cumulative_cost,58_cumulative_cost,59_cumulative_cost,5_cumulative_cost,60_cumulative_cost,61_cumulative_cost,62_cumulative_cost,63_cumulative_cost,64_cumulative_cost,65_cumulative_cost,66_cumulative_cost,67_cumulative_cost,68_cumulative_cost,69_cumulative_cost,6_cumulative_cost,70_cumulative_cost,71_cumulative_cost,72_cumulative_cost,73_cumulative_cost,74_cumulative_cost,75_cumulative_cost,76_cumulative_cost,77_cumulative_cost,78_cumulative_cost,79_cumulative_cost,7_cumulative_cost,80_cumulative_cost,81_cumulative_cost,82_cumulative_cost,83_cumulative_cost,8_cumulative_cost,9_cumulative_cost,Wildlife Sanctuary,Year
000000000000000000c8,20.90121293,,0,0,14.55543548,0,0,101.8880484,0,,0,175.4191864,0,108.2338258,92.7035913,0,79.12295485,101.8880484,15,0,91.81446378,0,137.3446968,20.90121293,0,0,,,0,0,,80.90118918,0,0,79.12295485,91.81452162,,14.55543548,0,,,0,14.55543548,,,,0,0,,14.55543548,0,79.12295485,,,14.55543548,14.55543548,0,150.0361375,0,20.90121293,266.4794849,104.5061121,137.3446968,0,0,14.55543548,14.55543548,,0,0,14.55543548,,15,0,14.55543548,,14.55543548,0,91.81452162,0,175.4191523,50.01208389,0,0,CWS,2005
000000000000000000c9,,,0,0,320.826103,0,0,15,0,,0,0,0,104.475635,0,0,194.4756709,120.8719958,0,0,49.98847963,0,,0,0,0,,,0,0,,0,0,0,43.64004334,,,0,15,,,0,0,,,0,0,0,91.77872643,,0,0,,,0,0,14.54668111,72.73340556,0,0,62.68534023,770.8954169,0,0,45,595.2145988,0,,0,0,,0,0,242.6854361,288.0333155,75,20.89511741,0,149.9654509,50.89510542,0,0,0,75,CWS,2005
000000000000000000ca,,,0,0,253.6244733,,0,0,80.89440997,,0,0,0,361.6261179,0,0,15,20.89438598,0,0,43.63689137,0,0,0,0,0,,,0,0,,0,0,0,49.98564689,0,,0,0,,,0,0,,,,0,0,20.89438598,,0,0,,,0,0,45,92.68318192,0,0,249.9282824,467.8718219,0,0,14.54563046,,0,,0,0,49.98564689,14.54563046,0,62.68314593,456.9919058,91.77437238,0,,20.89438598,104.4719779,0,0,0,43.63689137,CWS,2005
000000000000000000cb,,,0,101.8516627,50.89758152,0,0,122.6926968,14.55023753,,15,0,49.99806852,62.69276843,0,0,80.89761733,80.89756958,0,0,75,75,0,0,0,105,,,0,14.55023753,,0,0,0,20.89759345,182.6926251,,14.55023753,152.6928281,,,14.55023753,182.6926251,92.69273261,,0,0,80.89756958,49.99806852,0,0,146.2832616,,,0,80.89756958,0,308.0785799,0,0,182.6928401,110.8975576,14.55023753,0,0,200.8976651,0,,0,91.79326737,0,0,14.55023753,135,135,170.8976531,0,0,188.0785321,194.4880508,0,0,79.09854358,0,CWS,2005
000000000000000000cc,79.10626742,,14.5518822,72.75941101,225,,0,50.00250302,135,,0,0,50.8987267,0,,14.5518822,212.6962873,164.4935262,0,0,236.2913133,224.6250894,0,0,0,72.75941101,,,14.5518822,108.2100318,,0,0,0,50.89875053,218.278233,,0,72.75941101,,,0,20.89873861,0,,,14.5518822,160.0707042,218.278233,,0,72.75941101,,,14.5518822,224.4937884,0,218.278233,0,0,212.6962873,224.4937884,,0,14.5518822,218.278233,0,,0,15,,0,0,254.4938003,236.2913133,218.278233,0,0,20.89873861,296.2906459,0,0,72.75941101,0,CWS,2005
000000000000000000cd,,,0,50.01056633,20.900821,,0,15,20.900821,,0,43.664618,0,50.01056633,0,0,20.900821,0,,0,43.664618,0,0,50.01056633,0,20.900821,,,0,0,,0,,0,0,,,0,14.55487267,,,0,0,50.01056633,,,0,50.01056633,0,14.55487267,0,50.01056633,,,0,75,50.01056633,50.01056633,0,0,50.01056633,43.664618,0,0,15,,0,,0,20.900821,0,0,0,50.01056633,15,,0,14.55487267,20.900821,20.900821,14.55487267,0,50.01056633,,CWS,2005
000000000000000000ce,,,0,79.09870463,50.89760539,0,0,91.79334942,0,,0,0,72.75135913,62.69284006,0,0,20.89761733,49.99816098,0,0,133.5886781,49.99816098,,0,0,130.9524464,,,0,0,,0,0,15,0,188.5904932,,0,120.8939512,,,0,130.9524464,135,,0,0,62.69286394,75,,0,133.5886781,,,0,135,50.89760539,224.4881822,0,0,146.2834288,110.8976531,14.55027183,0,0,164.4881583,0,,0,130.9524464,20.89761733,0,0,162.6892217,194.4881702,110.8976531,0,0,175.3839724,175.3839724,0,0,49.99816098,0,CWS,2006
000000000000000000cf,,,0,14.5466639,362.6161073,0,0,14.5466639,14.5466639,,0,0,0,135,0,0,212.6853882,137.2684166,0,0,14.5466639,20.89510542,,0,0,20.89510542,,,0,0,,0,0,0,75,,,0,0,,,0,15,,,0,0,20.89510542,92.68534023,,0,14.5466639,,,0,15,14.5466639,108.1750888,0,0,79.08176102,795,0,0,49.98843322,577.0046659,0,,14.5466639,14.5466639,0,0,0,284.4756469,329.8234575,43.6399917,14.5466639,0,191.7555584,15,0,0,0,110.8951414,CWS,2006
000000000000000000d0,,,15,15,0,,15,0,0,,15,15,0,15,45,15,0,14.55487267,14.55487267,15,0,50.01056633,20.900821,14.55487267,15,14.55487267,,,0,14.55487267,,45,,0,0,,,20.900821,0,,,14.55487267,0,91.81222021,,,0,0,,75,15,20.900821,,,0,,0,0,20.900821,20.900821,0,20.900821,15,20.900821,0,0,45,,43.664618,0,45,45,14.55487267,0,0,,20.900821,15,14.55487267,79.12031167,,20.900821,0,,CWS,2006
000000000000000000d1,14.54834936,,0,104.481442,162.6748395,,0,49.99297756,0,,15,91.7855472,0,14.54834936,,0,75,91.7855472,0,0,49.99297756,0,0,,0,20.89627884,,,,15,,0,0,0,0,,,0,20.89627884,,,0,,15,,,0,122.6888724,,,0,50.89626687,,,14.54834936,92.68878866,15,20.89627884,0,0,15,49.99297756,0,0,0,101.8384455,0,,0,20.89627884,0,,0,104.481442,45,14.54834936,0,0,45,162.6748395,0,0,15,0,CWS,2006
000000000000000000d2,,,0,0,62.7098149,,0,0,0,,0,0,0,152.7097084,0,0,14.55839723,20.90327558,,0,0,50.90328741,0,50.02007004,0,0,,,0,0,,14.55839723,0,0,0,0,,0,0,,,0,0,0,,,0,0,43.67519169,0,0,20.90327558,,,0,72.79198615,0,50.90326374,0,0,14.55839723,20.90327558,0,0,0,0,0,,15,14.55839723,0,0,0,14.55839723,0,,0,,0,195.6040423,15,14.55839723,0,0,CWS,2006
000000000000000000d3,,,0,14.55707075,0,0,0,0,15,0,0,0,0,79.13063477,0,0,15,,0,0,0,50.01649326,0,0,0,0,,,0,0,,0,0,0,0,14.55707075,,0,0,,,0,0,0,,,0,0,15,,0,45,,,0,0,0,15,0,0,0,14.55707075,0,0,0,14.55707075,0,,0,0,0,,0,0,14.55707075,43.67121226,0,15,20.90235176,254.5118654,0,14.55707075,0,0,CWS,2006
000000000000000000d4,0,0,0,0,505.4811589,,0,14.56913996,72.84569981,0,0,104.5537479,0,0,105,0,20.91075893,50.04903886,14.56913996,15,15,14.56913996,104.5537479,134.5536894,43.70741988,0,50.04903886,,0,0,,92.73223001,0,0,0,0,,43.70741988,0,,,0,0,43.70741988,,,0,0,0,108.3255987,50.91077063,590.9109811,,0,105,14.56913996,495,560.0187693,0,108.3255987,0,20.91075893,0,14.56913996,0,470.6677139,80.91073554,,14.56913996,0,45,0,15,321.2050973,79.18731878,121.0088483,75,0,15,708.236182,15,20.91075893,0,0,CWS,2006
000000000000000000d5,,,0,0,50.01318698,,0,0,0,,0,20.90149782,0,15,0,0,0,0,0,0,0,0,0,50.90148596,0,0,,,0,0,,0,0,0,0,0,,0,0,,,0,14.55584458,14.55584458,,,0,20.90149782,0,14.55584458,0,75,,,0,0,0,122.7044104,0,0,20.90149782,101.890912,14.55584458,20.90149782,0,0,14.55584458,,0,0,0,,0,0,15,,0,14.55584458,0,43.66753373,0,0,0,0,CWS,2006
000000000000000000d6,,,0,75,164.5346235,,0,0,20.90691058,,0,,0,75,14.56361596,15,0,176.3484917,14.56361596,0,,0,0,,0,0,,,0,0,,0,0,0,14.56361596,,,0,20.90691058,,0,0,0,0,,,0,0,14.56361596,0,0,14.56361596,,,0,0,0,20.90691058,43.69084788,14.56361596,14.56361596,14.56361596,14.56361596,0,14.56361596,0,14.56361596,14.56361596,0,0,14.56361596,,0,14.56361596,165,,0,0,14.56361596,218.1623952,72.8180798,0,0,0,CWS,2006
000000000000000000d7,,,14.56481464,225,105,,15,15,15,,14.56481464,75,45,50.03737488,20.90774559,14.56481464,0,0,,15,91.85287781,50.90775734,15,0,20.90774559,15,,,0,0,,45,14.56481464,0,20.90774559,,,43.69444393,20.90774559,,50.90775734,15,0,14.56481464,,,15,20.90774559,0,292.0017536,45,20.90774559,,,15,15,150.1120116,308.4456135,80.90772208,45,0,217.2990166,50.90773384,,20.90774559,,62.72322501,,15,0,14.56481464,,14.56481464,279.3160517,,0,20.90774559,0,247.6018489,,0,50.03737488,15,0,CWS,2006
000000000000000000d8,,,0,20.90568548,79.15311431,,0,20.90568548,0,,0,0,20.90568548,108.2768287,0,0,50.0293999,43.68557162,0,0,75,0,0,,0,14.56185721,,,0,14.56185721,,0,0,0,0,0,,0,0,,,0,20.90568548,14.56185721,,,0,14.56185721,20.90568548,,0,14.56185721,,,0,75,75,0,0,0,110.9056501,14.56185721,0,0,14.56185721,0,0,0,0,0,0,,0,62.71706823,43.68557162,,0,0,50.0293999,150.0880863,0,0,15,14.56185721,CWS,2006
000000000000000000d9,50.90185377,,0,15,0,0,0,0,0,,0,,0,104.5093756,0,0,20.90186563,108.2401019,,0,20.90186563,45,0,0,0,0,,,0,0,,0,0,0,0,50.01461106,,0,0,,,0,0,50.01461106,,,0,0,0,0,0,0,,,0,14.55637272,0,0,0,0,0,15,0,14.55637272,0,,0,,0,0,0,0,0,15,50.01461106,,0,0,0,122.7056325,,0,0,0,CWS,2006
000000000000000000da,,,0,49.99968618,20.89801119,0,0,50.89799926,15,,0,20.89801119,0,49.99968618,20.89801119,0,0,188.0822916,45,14.55083749,0,0,,14.55083749,0,0,,,0,0,,0,0,0,20.89801119,15,,20.89801119,0,,,0,0,79.10136117,,,0,14.55083749,,,0,0,,,20.89801119,0,0,120.8973955,50.89799926,0,101.8558625,120.8973955,,0,0,0,0,,0,0,,,15,0,14.55083749,0,20.89801119,15,0,14.55083749,,43.65251248,0,0,CWS,2006
000000000000000000db,,,0,140.897486,191.7886273,,0,0,0,,0,0,0,140.897486,,0,15,,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,,0,15,,,0,0,43.65045537,,,0,0,,,0,43.65045537,,,0,170.8974741,15,104.4877165,0,0,0,200.8974621,14.55015179,0,0,,0,,0,0,0,,0,0,0,,0,0,0,14.55015179,49.99783734,14.55015179,0,0,CWS,2006
000000000000000000dc,,,14.56128148,0,15,,0,0,50.90529625,,0,,0,45,50.02784741,0,0,0,,14.56128148,0,15,14.56128148,20.90528446,0,0,,,20.90528446,0,,104.5264695,14.56128148,0,0,0,,0,0,,,0,0,108.2729733,,,0,0,,,0,0,,,20.90528446,0,0,50.90527266,150.083554,0,0,0,195.6406622,14.56128148,14.56128148,14.56128148,135,,0,0,195,225,14.56128148,14.56128148,165,,15,43.68384443,0,62.71584157,,0,0,0,CWS,2006
000000000000000000dd,50.0057776,,0,0,20.89958427,,0,0,0,,0,,0,110.8995486,14.55309667,0,75,45,,0,14.55309667,20.89958427,0,,14.55309667,75,,,0,20.89958427,,0,,0,45,,,14.55309667,0,,,14.55309667,101.8716767,14.55309667,,,0,75,,43.65929,14.55309667,45,,,0,14.55309667,75,75,14.55309667,0,75,91.80495804,,0,45,,0,0,14.55309667,20.89958427,0,0,0,14.55309667,62.6987409,,0,0,45,104.4978737,0,14.55309667,0,,CWS,2006
000000000000000000de,0,,0,14.55717286,14.55717286,,0,0,101.90021,,0,,0,20.90242287,0,14.55717286,0,0,0,0,0,14.55717286,0,0,0,0,,,0,0,,0,0,0,0,,,0,0,,,0,0,14.55717286,,,0,20.90242287,,0,0,14.55717286,,,0,14.55717286,0,92.7072923,0,0,14.55717286,0,0,0,14.55717286,14.55717286,0,,14.55717286,0,0,,0,0,,0,0,0,0,50.01676859,20.90242287,0,0,0,CWS,2006
000000000000000000df,,,0,0,233.5327546,,0,15,140.894254,,0,0,14.54550981,438.7815416,0,0,14.54550981,101.8185687,,0,165,79.07634124,,0,0,50.89431399,,,0,45,,0,0,14.54550981,15,,,0,15,,,0,50.89431399,,,,0,45,,0,0,45,,,0,101.8185687,15,79.07634124,0,0,505.2013459,509.6581342,0,0,50.89428999,50.89431399,0,,0,91.77393759,0,,0,220.8352647,498.7786379,0,15,0,378.9873356,14.54550981,20.89430199,0,0,104.4715579,CWS,2006
0.00E+00,,,0,20.89512939,279.0360748,0,0,14.54669833,14.54669833,,0,0,0,62.68540015,0,0,176.2660256,92.68541214,0,0,50.89514137,0,,0,0,20.89512939,,,0,15,,0,0,0,20.89512939,134.4757308,,0,50.89511741,,,0,20.89512939,0,,0,0,20.89512939,108.1753194,,0,0,,,0,0,0,49.98852604,0,0,80.89510542,750.5895337,14.54669833,0,14.54669833,613.4245558,0,,0,0,,,0,200.8952013,246.2431496,43.64009498,20.89512939,0,108.1753194,92.68534023,14.54669833,14.54669833,14.54669833,45,CWS,2006
0.00E+00,,,0,0,0,,0,0,14.55661113,0,0,15,0,110.9020672,0,0,62.70610685,92.70604756,0,0,0,14.55661113,,0,0,0,,,0,0,,14.55661113,0,0,79.12847619,50.90204352,,0,0,,,0,0,0,,,0,0,0,14.55661113,0,104.5102058,,,0,20.90203166,0,108.2416985,0,0,0,75,14.55661113,0,0,80.90205538,0,,0,0,14.55661113,0,0,14.55661113,104.5102058,,0,0,15,14.55661113,79.12847619,0,0,15,CWS,2007
0.00E+00,,,0,43.66840272,75,,0,0,14.55613424,14.55613424,0,14.55613424,0,75,0,0,0,20.90169955,0,0,0,45,14.55613424,14.55613424,0,0,,,0,0,,0,0,0,43.66840272,110.9017351,,0,15,,,0,0,62.70511051,,,0,0,,72.7806712,0,20.90169955,,,14.55613424,0,0,43.66840272,0,20.90169955,50.01396803,14.55613424,20.90169955,0,0,0,0,,0,0,0,,0,15,15,,14.55613424,,20.90169955,15,,0,0,0,CWS,2007
0.00E+00,,,0,0,15,,0,0,14.5558957,43.6676871,0,,0,45,14.5558957,0,20.90153343,14.5558957,0,0,0,50.01332483,14.5558957,0,14.5558957,0,,,0,0,,43.6676871,0,0,0,80.90155716,,0,0,,,0,43.6676871,20.90153343,,,0,0,,,0,150.0399863,,,0,0,14.5558957,75,0,0,43.6676871,20.90153343,,0,0,92.70462402,0,,20.90153343,0,0,,0,0,50.90154529,,43.6676871,0,14.5558957,14.5558957,,0,0,0,CWS,2007
0.00E+00,,,0,0,20.9023399,0,0,14.55705374,0,0,0,,0,43.67116121,0,0,50.90235176,,0,0,0,14.55705374,0,15,0,0,,,0,0,,20.9023399,0,0,14.55705374,14.55705374,,0,0,,,0,0,20.9023399,,,0,0,14.55705374,,0,50.01644737,,,0,0,0,14.55705374,0,0,0,0,14.55705374,0,0,14.55705374,0,,0,0,0,,0,0,14.55705374,20.9023399,0,14.55705374,0,272.7071145,0,0,0,14.55705374,CWS,2007
0.00E+00,,,0,0,20.90528446,,0,0,43.68384443,,0,,0,20.90528446,50.90527266,0,0,14.56128148,,0,14.56128148,20.90528446,0,45,0,0,,,15,0,,79.15041036,0,0,0,0,,0,14.56128148,,,0,0,131.0515333,,,0,0,,0,0,0,,,15,0,0,43.68384443,120.9609911,14.56128148,0,0,200.9052137,0,15,43.68384443,135,,0,0,195,225,0,15,166.5180992,,20.90528446,62.71586517,0,50.90527266,,14.56128148,0,0,CWS,2007
0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWS,2007
0.00E+00,,,0,75,164.5346235,,0,0,20.90691058,,0,,0,75,14.56361596,15,0,176.3484917,14.56361596,0,,0,0,,0,0,,,0,0,,0,0,0,14.56361596,,,0,20.90691058,,0,0,0,0,,,0,0,14.56361596,0,0,14.56361596,,,0,0,0,20.90691058,43.69084788,14.56361596,14.56361596,14.56361596,14.56361596,0,14.56361596,0,14.56361596,14.56361596,0,0,14.56361596,,0,14.56361596,165,,0,0,14.56361596,218.1623952,72.8180798,0,0,0,CWS,2007
0.00E+00,,,0,20.90570906,50.02949119,,0,14.56189106,0,,0,0,0,79.15327331,0,0,0,20.90570906,0,0,20.90570906,15,0,0,0,0,,,0,0,,0,0,0,14.56189106,,,0,0,,,0,14.56189106,,,,0,0,20.90570906,,0,0,,,0,20.90570906,20.90570906,14.56189106,0,0,62.71713897,0,14.56189106,0,0,0,0,0,0,0,0,,0,14.56189106,14.56189106,,0,0,0,92.71715076,0,0,15,0,CWS,2007
0.00E+00,,,0,0,246.2304663,,0,0,170.894254,,0,0,14.54552705,426.0839917,0,0,15,108.1674763,,0,135,72.72763524,,0,0,20.89431399,,,0,15,,0,0,0,20.89431399,,,0,0,,,0,20.89431399,,,,0,15,,0,0,15,,,0,101.8186893,45,91.77394959,0,0,480.5706735,480.5706735,0,0,79.07642218,20.89431399,0,,0,79.07642218,0,,0,233.532942,480.5706735,15,14.54552705,0,391.6850474,14.54552705,45,0,0,91.77400806,CWS,2007
000000000000000000ea,,,0,20.89512939,279.0360748,0,0,14.54669833,14.54669833,,0,0,0,62.68540015,0,0,176.2660256,92.68541214,0,0,50.89514137,0,,0,0,20.89512939,,,0,15,,0,0,0,20.89512939,134.4757308,,0,50.89511741,,,0,20.89512939,0,,0,0,20.89512939,108.1753194,,0,0,,,0,0,0,49.98852604,0,0,80.89510542,750.5895337,14.54669833,0,14.54669833,613.4245558,0,,0,0,,,0,200.8952013,246.2431496,43.64009498,20.89512939,0,108.1753194,92.68534023,14.54669833,14.54669833,14.54669833,45,CWS,2007
000000000000000000eb,79.10626742,,14.5518822,72.75941101,225,,0,50.00250302,135,,0,0,50.8987267,0,,14.5518822,212.6962873,164.4935262,0,0,236.2913133,224.6250894,0,0,0,72.75941101,,,14.5518822,108.2100318,,0,0,0,50.89875053,218.278233,,0,72.75941101,,,0,20.89873861,0,,,14.5518822,160.0707042,218.278233,,0,72.75941101,,,14.5518822,224.4937884,0,218.278233,0,0,212.6962873,224.4937884,,0,14.5518822,218.278233,0,,0,15,,0,0,254.4938003,236.2913133,218.278233,0,0,20.89873861,296.2906459,0,0,72.75941101,0,CWS,2007
000000000000000000ec,385.2845974,,14.55232712,108.2130112,258.9944846,,50.89906033,91.80175337,250.0181235,,91.80175337,0,79.10835691,43.65698137,,20.89904842,91.80175337,20.89904842,,91.80175337,130.9709441,120.9063734,0,0,0,91.80175337,,,50.00370266,91.80175337,,0,0,0,91.80175337,137.3176654,,45,91.80175337,,,0,91.80175337,345,,,20.89904842,101.8662899,91.80175337,0,0,101.8662899,,,14.55232712,130.9709441,50.00370266,166.4223197,45,20.89904842,91.80175337,20.89904842,,0,14.55232712,101.8662899,0,,14.55232712,91.80175337,80.89907224,15,50.00370266,91.80175337,137.3176654,166.4223197,0,0,101.8662899,302.6968474,0,0,91.80175337,0,CWS,2007
000000000000000000ed,,,0,15,62.69284006,0,0,43.65081548,14.55027183,,0,0,0,0,,0,62.69286394,14.55027183,0,0,188.078365,15,,0,0,43.65081548,,,0,0,,0,0,0,0,223.9764121,,0,49.99816098,,,0,43.65081548,164.4879195,,0,0,108.1992483,14.55027183,,0,72.75135913,,,0,164.4879195,43.65081548,195,0,0,233.5850597,146.2834288,0,0,15,217.1792907,0,,0,43.65081548,49.99816098,14.55027183,14.55027183,218.0787589,229.8740891,62.69284006,0,0,212.6929236,195,0,0,20.89761733,0,CWS,2007
000000000000000000ee,,,0,0,108.1930449,0,0,0,0,,0,0,0,15,,14.54934543,15,14.54934543,14.54934543,14.54934543,14.54934543,14.54934543,0,0,0,0,,,0,0,,0,0,15,0,175.3772866,,15,14.54934543,,,15,0,20.89697233,,,15,0,0,14.54934543,15,0,,,0,49.99566318,0,50.89696038,0,0,0,14.54934543,0,0,0,49.99566318,0,,15,0,0,,15,0,49.99566318,20.89697233,0,,15,79.09435404,62.69092893,15,0,0,CWS,2007
000000000000000000ef,,,0,0,49.99566318,0,0,14.54934543,14.54934543,,14.54934543,0,0,0,0,14.54934543,14.54934543,0,14.54934543,14.54934543,0,14.54934543,14.54934543,20.89697233,0,0,,,0,0,,0,0,15,0,233.5744623,,15,20.89697233,,,15,0,15,,,14.54934543,0,0,43.64803628,20.89697233,14.54934543,,,14.54934543,15,0,50.89696038,20.89697233,20.89697233,15,0,0,14.54934543,14.54934543,15,0,,49.99566318,0,14.54934543,,20.89697233,14.54934543,15,20.89697233,14.54934543,,15,20.89697233,45,20.89697233,0,14.54934543,CWS,2007
000000000000000000f0,0,,0,0,50.01451921,0,0,14.55633865,14.55633865,,0,,0,175.4256774,0,0,0,162.7343804,0,0,0,50.01451921,0,14.55633865,0,0,,,0,0,,14.55633865,0,0,0,0,,0,0,,,0,0,,,,0,0,0,0,0,0,,,0,14.55633865,0,50.90185377,0,0,0,0,15,0,0,,0,,0,0,0,0,0,20.9018419,80.90186563,,0,0,14.55633865,150.0434436,,0,0,0,CWS,2007
000000000000000000f1,,,0,80.90425717,45,,0,0,0,,0,0,0,50.02396184,0,,0,62.71285422,0,0,0,14.55984052,0,0,0,0,,,0,0,,0,0,0,0,15,,0,0,,,0,0,0,,0,0,14.55984052,,,0,14.55984052,,,0,75,14.55984052,110.9043163,0,0,20.9042808,92.71279514,0,0,14.55984052,45,0,,0,0,0,0,0,14.55984052,20.9042808,20.9042808,0,0,14.55984052,91.83247769,0,0,0,0,CWS,2007
000000000000000000f2,0,,0,105,175.3830295,,0,0,15,,0,14.55013464,0,122.6924819,,0,50.89753376,,0,0,0,15,0,0,0,0,,,0,0,,0,0,0,0,14.55013464,,0,14.55013464,,,0,0,20.89752182,,,0,0,62.69255351,0,0,79.09806038,,,0,134.4875016,15,91.79278849,0,0,0,165,20.89752182,0,0,,0,,20.89752182,0,,,0,0,20.89752182,,0,0,0,14.55013464,14.55013464,14.55013464,0,0,CWS,2007
000000000000000000f3,,,0,15,0,,0,79.12271462,92.70348443,,14.55538433,0,72.77692164,43.66615299,0,0,191.83824,62.70352006,0,0,120.9250811,79.12271462,0,0,0,14.55538433,,,0,79.12271462,,0,0,0,14.55538433,,,14.55538433,14.55538433,,,0,14.55538433,14.55538433,,,14.55538433,166.4550206,0,0,0,175.4191167,,,0,0,188.1107858,14.55538433,14.55538433,0,166.4550206,50.01194597,0,14.55538433,0,,0,,15,166.4550206,0,,0,175.4191167,120.9249892,,14.55538433,0,45,137.3442519,14.55538433,0,120.9250811,,CWS,2007
000000000000000000f4,,,0,0,20.90528446,,0,0,43.68384443,,0,,0,20.90528446,50.90527266,0,0,14.56128148,,0,14.56128148,20.90528446,0,45,0,0,,,15,0,,79.15041036,0,0,0,0,,0,14.56128148,,,0,0,131.0515333,,,0,0,,0,0,0,,,15,0,0,43.68384443,120.9609911,14.56128148,0,0,200.9052137,0,15,43.68384443,135,,0,0,195,225,0,15,166.5180992,,20.90528446,62.71586517,0,50.90527266,,14.56128148,0,0,CWS,2008
000000000000000000f5,,,0,14.54668111,291.7327408,0,0,20.89511741,14.54668111,,0,0,0,92.68537618,0,0,206.2659537,91.77866803,0,0,49.98847963,0,,0,0,14.54668111,,,0,0,,0,0,0,14.54668111,,,0,20.89511741,,,0,14.54668111,0,,0,0,14.54668111,120.8720887,,0,0,,,0,14.54668111,0,43.64004334,0,0,50.89510542,780.5892701,0,0,20.89511741,583.4245558,0,,0,0,,,0,230.8952013,258.9399533,49.98847963,15,0,120.8720887,62.68534023,0,0,0,75,CWS,2008
000000000000000000f6,,,0,15,62.69284006,0,0,43.65081548,14.55027183,,0,0,0,0,,0,62.69286394,14.55027183,0,0,188.078365,15,,0,0,43.65081548,,,0,0,,0,0,0,0,223.9764121,,0,49.99816098,,,0,43.65081548,164.4879195,,0,0,108.1992483,14.55027183,,0,72.75135913,,,0,164.4879195,43.65081548,195,0,0,233.5850597,146.2834288,0,0,15,217.1792907,0,,0,43.65081548,49.99816098,14.55027183,14.55027183,218.0787589,229.8740891,62.69284006,0,0,212.6929236,195,0,0,20.89761733,0,CWS,2008
000000000000000000f7,,,0,0,108.1930449,0,0,0,0,,0,0,0,15,,14.54934543,15,14.54934543,14.54934543,14.54934543,14.54934543,14.54934543,0,0,0,0,,,0,0,,0,0,15,0,175.3772866,,15,14.54934543,,,15,0,20.89697233,,,15,0,0,14.54934543,15,0,,,0,49.99566318,0,50.89696038,0,0,0,14.54934543,0,0,0,49.99566318,0,,15,0,0,,15,0,49.99566318,20.89697233,0,,15,79.09435404,62.69092893,15,0,0,CWS,2008
000000000000000000f8,20.90183004,,0,20.90183004,0,,0,0,0,,0,,0,229.920427,0,0,45,208.2685241,0,0,15,0,0,0,0,0,,,0,0,,0,0,0,14.55632162,20.90183004,,0,0,,,0,,,,,0,0,0,,0,0,,,0,0,0,50.01447329,0,0,0,20.90183004,0,0,0,,0,,0,0,0,0,0,15,110.9018656,0,0,0,0,79.12711653,,0,0,0,CWS,2008
000000000000000000f9,,,0,20.90570906,50.02949119,,0,14.56189106,0,,0,0,0,79.15327331,0,0,0,20.90570906,0,0,20.90570906,15,0,0,0,0,,,0,0,,0,0,0,14.56189106,,,0,0,,,0,14.56189106,,,,0,0,20.90570906,,0,0,,,0,20.90570906,20.90570906,14.56189106,0,0,62.71713897,0,14.56189106,0,0,0,0,0,0,0,0,,0,14.56189106,14.56189106,,0,0,0,92.71715076,0,0,15,0,CWS,2008
000000000000000000fa,,,0,0,0,,0,0,0,,0,0,0,204.528372,0,0,20.90105856,195.5636242,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,,,0,0,,,0,0,0,,,0,0,0,0,0,0,,,0,105,0,0,0,0,0,20.90105856,0,0,0,,0,,0,0,0,,0,0,15,,0,0,0,14.55521381,0,0,0,,CWS,2008
000000000000000000fb,,,0,0,20.90528446,,0,0,43.68384443,,0,,0,20.90528446,50.90527266,0,0,14.56128148,,0,14.56128148,20.90528446,0,45,0,0,,,15,0,,79.15041036,0,0,0,0,,0,14.56128148,,,0,0,131.0515333,,,0,0,,0,0,0,,,15,0,0,43.68384443,120.9609911,14.56128148,0,0,200.9052137,0,15,43.68384443,135,,0,0,195,225,0,15,166.5180992,,20.90528446,62.71586517,0,50.90527266,,14.56128148,0,0,CWS,2009
