system:index,0_cumulative_cost,10_cumulative_cost,11_cumulative_cost,12_cumulative_cost,13_cumulative_cost,14_cumulative_cost,15_cumulative_cost,16_cumulative_cost,17_cumulative_cost,18_cumulative_cost,19_cumulative_cost,1_cumulative_cost,20_cumulative_cost,21_cumulative_cost,22_cumulative_cost,23_cumulative_cost,24_cumulative_cost,25_cumulative_cost,26_cumulative_cost,27_cumulative_cost,28_cumulative_cost,29_cumulative_cost,2_cumulative_cost,30_cumulative_cost,31_cumulative_cost,32_cumulative_cost,33_cumulative_cost,34_cumulative_cost,35_cumulative_cost,36_cumulative_cost,37_cumulative_cost,38_cumulative_cost,39_cumulative_cost,3_cumulative_cost,40_cumulative_cost,41_cumulative_cost,42_cumulative_cost,43_cumulative_cost,44_cumulative_cost,45_cumulative_cost,46_cumulative_cost,47_cumulative_cost,48_cumulative_cost,49_cumulative_cost,4_cumulative_cost,50_cumulative_cost,51_cumulative_cost,52_cumulative_cost,53_cumulative_cost,54_cumulative_cost,55_cumulative_cost,56_cumulative_cost,57_cumulative_cost,58_cumulative_cost,59_cumulative_cost,5_cumulative_cost,60_cumulative_cost,61_cumulative_cost,62_cumulative_cost,63_cumulative_cost,64_cumulative_cost,65_cumulative_cost,66_cumulative_cost,67_cumulative_cost,68_cumulative_cost,69_cumulative_cost,6_cumulative_cost,70_cumulative_cost,71_cumulative_cost,72_cumulative_cost,73_cumulative_cost,74_cumulative_cost,75_cumulative_cost,76_cumulative_cost,77_cumulative_cost,78_cumulative_cost,79_cumulative_cost,7_cumulative_cost,80_cumulative_cost,81_cumulative_cost,82_cumulative_cost,83_cumulative_cost,8_cumulative_cost,9_cumulative_cost,Wildlife Sanctuary,Year
000000000000000000fc,,,0,250.1878548,194.5391628,,0,14.56491587,0,,14.56491587,224.8166382,15,,14.56491587,50.03764784,0,79.16747957,72.82457933,14.56491587,0,15,0,14.56491587,14.56491587,50.03764784,,,0,14.56491587,,14.56491587,14.56491587,0,45,,,14.56491587,0,,,14.56491587,0,14.56491587,,,0,0,14.56491587,80.90783961,14.56491587,20.9078161,,,218.473738,0,221.0580905,191.9283263,20.9078161,15,0,259.1153464,0,14.56491587,0,326.3541133,20.9078161,0,50.03764784,14.56491587,,,14.56491587,104.5391275,122.723366,20.9078161,15,0,179.2426285,110.9077808,20.9078161,20.9078161,14.56491587,0,CWS,2009
000000000000000000fd,,,0,45,182.7207553,,0,0,45,,0,,0,50.90688704,0,0,0,194.5345764,0,0,,20.90689881,0,,0,0,,,0,0,,0,0,0,0,,,14.56359907,14.56359907,,0,0,0,15,,,0,0,14.56359907,14.56359907,0,14.56359907,,,0,14.56359907,0,43.6907972,14.56359907,0,15,15,15,14.56359907,0,0,14.56359907,0,,0,0,,0,0,140.9068517,,0,0,15,224.7972857,50.03409694,0,0,0,CWS,2009
000000000000000000fe,,,0,20.90219766,0,,0,0,50.01589663,,0,0,0,14.55684948,0,0,0,0,0,0,14.55684948,43.67054845,0,0,0,0,,,0,0,,0,,0,50.01589663,,,0,20.90219766,,,0,0,0,,,0,15,0,,0,14.55684948,,,0,14.55684948,14.55684948,50.90220951,0,0,20.90219766,14.55684948,,0,0,15,0,,0,0,0,0,0,0,110.9022332,,0,0,0,122.70651,0,0,14.55684948,15,CWS,2009
000000000000000000ff,15,,0,0,0,,0,0,62.70713823,,0,0,0,218.1210828,0,0,15,,0,0,50.90236361,150.049767,0,14.55710479,0,0,,,0,0,,14.55710479,0,0,45,0,,0,15,,,0,0,0,,,0,350.9025058,15,0,0,255,,,0,,45,14.55710479,14.55710479,0,0,108.2450042,14.55710479,,0,218.3565719,0,,14.55710479,0,0,15,0,45,80.90239916,,14.55710479,,0,14.55710479,,14.55710479,0,14.55710479,CWS,2009
100,,,0,188.0932819,14.55265212,,0,15,45,,0,,0,166.4257959,0,0,14.55265212,120.9084445,,0,50.00457896,0,0,14.55265212,0,0,,,,0,,0,0,0,217.1984493,,,0,0,,,0,62.69783606,43.65795636,,,0,130.9738691,,14.55265212,0,137.3204917,,,0,182.6978837,101.8685648,162.7067976,0,0,72.7632606,130.9738691,0,0,0,104.496326,0,,14.55265212,0,0,14.55265212,14.55265212,179.119053,14.55265212,,0,0,0,62.69781225,14.55265212,0,0,,CWS,2009
101,,,0,204.4996015,50.0028722,,0,62.69651377,0,,0,,0,130.9681721,0,0,62.69651377,20.89883395,,0,15,15,0,0,0,175.3959832,,,0,0,,0,0,0,104.4942174,,,0,0,,,0,0,,,,0,50.0028722,,,0,120.9045903,,,14.55201912,,15,15,14.55201912,0,254.494277,331.6841025,0,15,0,,0,,0,0,,,0,15,166.4190252,,0,0,15,91.80049396,62.69651377,14.55201912,0,0,CWS,2009
102,0,,0,20.90143848,62.70432732,0,0,0,0,,0,80.90146222,0,79.12447593,0,15,0,92.70426797,14.55575936,0,20.90143848,50.90145035,0,20.90143848,0,0,,,0,0,,72.77879681,0,0,0,,,0,0,,,0,0,20.90143848,,,0,0,0,62.70430358,0,80.90141474,,,15,,0,79.12447593,0,15,72.77879681,0,91.81578822,0,0,0,0,,80.90146222,0,0,15,0,75,0,,0,0,0,122.7042324,,0,0,0,CWS,2009
103,15,14.56809845,14.56809845,14.56809845,20.91003329,442.8776003,182.7299476,14.56809845,15,,20.91003329,62.73008817,0,195,,350.0095582,43.70429534,50.91004501,278.1897961,20.91003329,15,0,105,,262.915126,0,,,0,0,,43.70429534,14.56809845,0,0,50.91004501,,92.73005304,0,,516.2253805,165,15,,,,62.73011159,20.91003329,20.91003329,134.5500611,101.9766891,43.70429534,,,152.7299828,50.91004501,50.04623019,105,166.5910178,50.04623019,0,15,195.7272147,218.1904987,62.73008817,0,384.6075123,0,14.56809845,20.91003329,110.9100684,,20.91003329,0,92.7301233,,50.91004501,0,0,101.9766891,14.56809845,101.9766891,0,0,CWS,2009
104,,,0,20.90568548,79.15311431,,0,20.90568548,0,,0,0,20.90568548,108.2768287,0,0,50.0293999,43.68557162,0,0,75,0,0,,0,14.56185721,,,0,14.56185721,,0,0,0,0,0,,0,0,,,0,20.90568548,14.56185721,,,0,14.56185721,20.90568548,,0,14.56185721,,,0,75,75,0,0,0,110.9056501,14.56185721,0,0,14.56185721,0,0,0,0,0,0,,0,62.71706823,43.68557162,,0,0,50.0293999,150.0880863,0,0,15,14.56185721,CWS,2009
105,49.99575574,,0,49.99575574,122.690905,,0,14.54937976,49.99575574,,0,,0,20.89699623,,15,14.54937976,130.9444178,,0,91.78970191,20.89699623,0,0,0,0,,,0,0,,0,0,0,14.54937976,75,,0,0,,,0,0,0,,0,0,75,15,0,0,80.89697233,,,0,108.1932748,14.54937976,75,0,0,75,104.4849333,0,0,0,,0,0,0,0,,0,0,91.78970191,91.78970191,49.99575574,0,0,14.54937976,164.4848138,0,0,0,0,CWS,2009
106,,,0,15,62.69284006,0,0,43.65081548,14.55027183,,0,0,0,0,,0,62.69286394,14.55027183,0,0,188.078365,15,,0,0,43.65081548,,,0,0,,0,0,0,0,223.9764121,,0,49.99816098,,,0,43.65081548,164.4879195,,0,0,108.1992483,14.55027183,,0,72.75135913,,,0,164.4879195,43.65081548,195,0,0,233.5850597,146.2834288,0,0,15,217.1792907,0,,0,43.65081548,49.99816098,14.55027183,14.55027183,218.0787589,229.8740891,62.69284006,0,0,212.6929236,195,0,0,20.89761733,0,CWS,2009
107,,,0,0,120.8883226,0,0,0,0,,0,0,0,45,0,0,43.64808778,20.89698428,0,0,0,20.89698428,0,0,0,0,,,0,0,,0,0,0,0,188.0726673,,0,20.89698428,,,0,0,14.54936259,,,14.54936259,0,0,0,0,14.54936259,,,0,62.69094088,0,80.89696038,0,0,0,20.89698428,0,0,0,62.69094088,0,,0,0,0,,0,0,62.69094088,14.54936259,0,,15,91.78963173,49.99570946,0,0,0,CWS,2009
108,,,14.54857271,149.9806243,301.6540889,0,0,50.8964463,20.89643434,,0,0,0,105,0,0,15,49.99357977,,0,43.64571814,14.54857271,,0,0,43.64571814,,,0,43.64571814,,0,0,0,146.275148,62.68929105,,0,49.99357977,,,0,43.64571814,0,,,0,108.1878706,246.2623912,0,0,108.1878706,,,0,0,79.09072519,15,0,0,206.2747653,149.9807513,,0,101.840009,278.0673947,0,,0,49.99357977,0,0,0,108.1878706,259.8603471,224.4822674,0,0,191.7736558,271.6532158,0,0,0,0,CWS,2009
109,,,0,92.6842254,457.0013931,0,0,92.68429734,14.54616455,,0,0,0,45,0,0,20.89475779,72.73082273,,0,62.68428535,0,,0,0,110.8947938,,,0,49.98708688,,0,0,0,195,,,0,79.07941597,,,0,0,0,,0,0,108.1717451,391.6323308,0,0,49.98708688,,,0,14.54616455,15,20.89475779,0,0,224.4735012,566.2511151,15,0,15,408.0932283,0,,14.54616455,49.98708688,15,0,0,433.4889391,146.2631966,20.89475779,14.54616455,,679.8400571,15,0,0,0,308.0521965,CWS,2009
0000000000000000010a,,,0,20.89512939,279.0360748,0,0,14.54669833,14.54669833,,0,0,0,62.68540015,0,0,176.2660256,92.68541214,0,0,50.89514137,0,,0,0,20.89512939,,,0,15,,0,0,0,20.89512939,134.4757308,,0,50.89511741,,,0,20.89512939,0,,0,0,20.89512939,108.1753194,,0,0,,,0,0,0,49.98852604,0,0,80.89510542,750.5895337,14.54669833,0,14.54669833,613.4245558,0,,0,0,,,0,200.8952013,246.2431496,43.64009498,20.89512939,0,108.1753194,92.68534023,14.54669833,14.54669833,14.54669833,45,CWS,2009
0000000000000000010b,,,0,101.8108424,409.8277767,,0,80.89355765,20.89353363,,0,0,0,164.4675,0,,0,110.8934976,15,0,0,0,,0,0,15,,,0,0,,0,0,0,149.9469216,0,,0,0,,,0,0,0,,0,0,0,,0,0,14.54440605,,,0,49.98234573,49.98234573,308.0411779,0,0,272.6803366,289.8291942,0,0,0,,0,0,0,0,0,0,0,272.6803366,272.6803366,14.54440605,14.54440605,,368.0409617,208.1246734,0,0,0,224.5152183,CWS,2009
0000000000000000010c,,,0,50.89742629,14.54998028,0,0,133.5869159,0,,0,0,0,130.9498225,0,,146.2817929,140.8973666,0,0,79.09733547,120.8920836,0,0,0,220.8869617,,,0,79.09733547,,0,0,14.54998028,164.4869045,300.7667769,,0,45,,,0,0,0,,0,0,182.6923027,45,0,14.54998028,195,,,0,497.0437419,45,75,0,14.54998028,255,295.4919395,,0,79.09733547,509.2493099,0,,0,212.6923147,92.69219526,0,0,134.4869642,528.2910513,110.8974502,0,,165,382.7918212,,0,79.09733547,0,CWS,2009
0000000000000000010d,,,0,14.55707075,0,0,0,0,15,0,0,0,0,79.13063477,0,0,15,,0,0,0,50.01649326,0,0,0,0,,,0,0,,0,0,0,0,14.55707075,,0,0,,,0,0,0,,,0,0,15,,0,45,,,0,0,0,15,0,0,0,14.55707075,0,0,0,14.55707075,0,,0,0,0,,0,0,14.55707075,43.67121226,0,15,20.90235176,254.5118654,0,14.55707075,0,0,CWS,2009
0000000000000000010e,,,0,0,14.55690055,,0,0,0,,0,,0,14.55690055,0,0,0,0,0,0,162.7385847,14.55690055,14.55690055,,0,0,,,0,0,,0,0,14.55690055,0,0,,0,0,,,0,0,45,,,0,0,0,,0,134.5112254,,,0,14.55690055,0,134.5112254,14.55690055,0,133.6248517,20.90223322,14.55690055,43.67070165,0,0,0,,0,0,0,,0,0,14.55690055,,0,14.55690055,0,50.01603432,,0,0,0,CWS,2009
0000000000000000010f,,,0,0,15,,0,14.55662816,0,0,0,,0,80.90206724,14.55662816,0,50.01529984,122.7060476,0,0,15,14.55662816,,0,0,0,,,0,0,,20.90204352,0,0,72.7831408,20.90204352,,0,0,,,14.55662816,0,0,,,0,0,0,14.55662816,0,91.81939874,,,14.55662816,14.55662816,0,92.70615428,0,0,14.55662816,45,20.90204352,0,0,50.90205538,0,,14.55662816,0,14.55662816,15,14.55662816,14.55662816,80.90206724,,14.55662816,0,45,14.55662816,72.7831408,0,0,15,CWS,2009
110,,,0,50.89742629,14.54998028,0,0,133.5869159,0,,0,0,0,130.9498225,0,,146.2817929,140.8973666,0,0,79.09733547,120.8920836,0,0,0,220.8869617,,,0,79.09733547,,0,0,14.54998028,164.4869045,300.7667769,,0,45,,,0,0,0,,0,0,182.6923027,45,0,14.54998028,195,,,0,497.0437419,45,75,0,14.54998028,255,295.4919395,,0,79.09733547,509.2493099,0,,0,212.6923147,92.69219526,0,0,134.4869642,528.2910513,110.8974502,0,,165,382.7918212,,0,79.09733547,0,CWS,2009
111,,,0,224.5383283,91.85268255,,0,0,0,,0,,14.5647809,50.03728388,0,0,0,0,,0,50.03728388,43.6943427,0,,0,0,,,0,0,,,0,0,14.5647809,,,15,14.5647809,,,0,0,14.5647809,,,14.5647809,0,14.5647809,324.888907,15,14.5647809,,,0,14.5647809,0,20.90772208,150.1118634,0,0,15,137.4259693,62.723178,0,110.9076868,0,,14.5647809,0,14.5647809,20.90772208,14.5647809,101.9534663,,0,50.90771033,0,0,92.72311923,45,20.90772208,0,0,CWS,2009
112,,,0,0,20.90762805,,50.90761629,0,62.72287239,,0,,0,0,62.72287239,0,0,,50.90761629,0,15,120.9813885,50.90761629,15,50.90761629,0,,,0,0,,0,0,0,0,,,50.90761629,0,,,0,0,108.2955035,,,0,0,,236.3530437,15,0,,,0,14.56464591,14.56464591,43.69393774,50.03691987,50.90761629,0,0,0,43.69393774,80.90760454,80.90760454,80.90760454,14.56464591,14.56464591,0,15,14.56464591,0,0,0,20.90762805,20.90762805,20.90762805,20.90762805,80.90760454,,0,0,14.56464591,CWS,2010
113,,,0,75,317.0834058,14.54359464,0,80.89294475,15,,0,0,0,45,0,0,92.67885829,91.76604909,14.54359464,0,0,14.54359464,,0,0,15,,,0,0,,0,0,0,80.89299284,,,0,0,,,0,14.54359464,0,,,0,164.4646756,,,0,0,,,0,162.6392706,49.98015807,233.5119303,0,0,218.0364186,248.0363103,0,0,49.98015807,,0,49.98015807,0,49.98015807,43.63078391,20.89296879,0,140.8929207,233.5119303,14.54359464,0,0,120.8532038,20.89296879,20.89296879,0,14.54359464,162.6392706,CWS,2010
114,,,0,14.54557875,217.1404993,0,0,0,45,,0,0,0,49.98550749,14.54557875,0,50.89433799,0,,0,15,0,,0,0,20.89434998,,,0,80.89437398,,0,0,14.54557875,20.89434998,,,0,15,,,0,0,,,,0,62.68306195,149.9565345,0,0,175.3517154,,,0,217.1404993,14.54557875,182.682894,15,0,204.4428729,204.4428729,14.54557875,0,14.54557875,,0,,0,133.5629554,45,62.68303795,0,220.8364279,246.2309971,0,15,0,295.4120222,75,0,0,104.4717979,189.0925238,CWS,2010
115,,,0,15,62.69284006,0,0,43.65081548,14.55027183,,0,0,0,0,,0,62.69286394,14.55027183,0,0,188.078365,15,,0,0,43.65081548,,,0,0,,0,0,0,0,223.9764121,,0,49.99816098,,,0,43.65081548,164.4879195,,0,0,108.1992483,14.55027183,,0,72.75135913,,,0,164.4879195,43.65081548,195,0,0,233.5850597,146.2834288,0,0,15,217.1792907,0,,0,43.65081548,49.99816098,14.55027183,14.55027183,218.0787589,229.8740891,62.69284006,0,0,212.6929236,195,0,0,20.89761733,0,CWS,2010
116,49.99575574,,0,49.99575574,122.690905,,0,14.54937976,49.99575574,,0,,0,20.89699623,,15,14.54937976,130.9444178,,0,91.78970191,20.89699623,0,0,0,0,,,0,0,,0,0,0,14.54937976,75,,0,0,,,0,0,0,,0,0,75,15,0,0,80.89697233,,,0,108.1932748,14.54937976,75,0,0,75,104.4849333,0,0,0,,0,0,0,0,,0,0,91.78970191,91.78970191,49.99575574,0,0,14.54937976,164.4848138,0,0,0,0,CWS,2010
117,43.66891376,,0,0,43.66891376,,0,0,15,,0,0,0,50.90180632,0,0,0,72.78152294,14.55630459,0,14.55630459,0,0,0,0,0,,,0,0,,20.90181818,0,0,14.55630459,14.55630459,,0,0,,,0,,14.55630459,,,0,0,0,,0,43.66891376,,,0,0,0,14.55630459,0,0,0,14.55630459,0,15,0,,0,,20.90181818,0,0,,0,15,0,,0,0,0,80.9018419,,14.55630459,0,0,CWS,2010
118,,,0,0,62.71459052,,0,0,0,,0,,45,45,0,0,0,20.90485957,0,0,14.56067147,14.56067147,0,,0,0,,,14.56067147,0,,0,0,0,0,0,,0,0,,,0,,20.90485957,,,14.56067147,0,20.90485957,,14.56067147,0,,,0,91.83587595,0,20.90485957,0,14.56067147,14.56067147,62.71456691,50.90484776,14.56067147,0,20.90485957,0,,0,0,0,0,0,14.56067147,45,,0,0,0,91.83587595,,14.56067147,0,45,CWS,2010
119,,,0,0,14.55690055,,0,0,0,,0,,0,14.55690055,0,0,0,0,0,0,162.7385847,14.55690055,14.55690055,,0,0,,,0,0,,0,0,14.55690055,0,0,,0,0,,,0,0,45,,,0,0,0,,0,134.5112254,,,0,14.55690055,0,134.5112254,14.55690055,0,133.6248517,20.90223322,14.55690055,43.67070165,0,0,0,,0,0,0,,0,0,14.55690055,,0,14.55690055,0,50.01603432,,0,0,0,CWS,2010
0000000000000000011a,,,43.68399687,0,20.90531985,,0,0,14.56133229,,0,14.56133229,0,0,62.71597135,0,0,0,,20.90531985,0,0,50.90530805,0,0,0,,,15,0,,131.0519906,0,0,0,15,,14.56133229,0,,,0,0,101.929326,,,0,0,92.71598315,,0,0,,,0,43.68399687,0,43.68399687,45,20.90531985,0,0,175.4596957,,0,45,62.71597135,,0,0,283.0093011,200.9053906,0,0,80.90534345,,14.56133229,0,0,110.9052845,,15,0,0,CWS,2010
0000000000000000011b,,,104.5341292,135,255,,131.0713272,0,91.84742262,,50.90680465,0,0,,120.9743842,,0,150.1012209,108.2877012,101.9443656,43.69044238,62.72043749,108.2877012,79.1607396,105,45,,,0,0,,91.84742262,20.90681642,0,45,,,50.90682819,0,,110.9067811,133.6610908,,79.1607396,,,45,14.56348079,101.9443656,175.4747825,62.72046103,50.90682819,,,72.81740397,0,0,15,50.90680465,108.2877012,105,,110.9067811,0,0,131.0713272,108.2877012,162.7880524,45,14.56348079,80.90683996,,20.90681642,105,20.90681642,14.56348079,75,50.03377801,165,166.5416244,0,0,14.56348079,0,CWS,2010
0000000000000000011c,,,14.56195877,0,62.71728045,,14.56195877,0,14.56195877,,0,20.90575622,0,0,14.56195877,0,0,,,0,0,20.90575622,0,20.90575622,0,0,,,0,0,,20.90575622,0,0,0,,,0,0,,,14.56195877,0,50.02967376,,,0,0,0,,0,0,,,0,20.90575622,0,62.71725688,43.68587631,14.56195877,0,0,14.56195877,45,0,14.56195877,14.56195877,15,0,0,14.56195877,,15,20.90575622,0,,0,0,0,137.4014264,0,0,0,14.56195877,CWS,2010
0000000000000000011d,,,0,14.54559599,75,0,0,14.54559599,0,0,0,14.54559599,0,164.4718819,14.54559599,0,134.4718699,122.6831219,,14.54559599,0,14.54559599,,14.54559599,0,14.54559599,,,0,0,,14.54559599,0,15,0,137.2591299,,14.54559599,20.89436198,,,14.54559599,0,,,,14.54559599,14.54559599,,,14.54559599,0,,,0,15,0,50.89437398,72.72797994,14.54559599,224.4719059,195,14.54559599,0,0,0,14.54559599,,14.54559599,14.54559599,0,,14.54559599,135,195,14.54559599,20.89436198,0,242.6831699,14.54559599,15,14.54559599,0,14.54559599,CWS,2011
0000000000000000011e,0,,0,14.54414717,332.6801804,,0,0,14.54414717,,0,0,0,255,14.54414717,0,0,14.54414717,14.54414717,0,0,0,20.89335341,,0,0,,,0,0,,14.54414717,0,0,0,0,,0,0,,,0,0,14.54414717,,,14.54414717,176.2532816,0,0,15,0,,,0,,0,122.6799761,14.54414717,14.54414717,14.54414717,350.8934856,0,0,0,,0,,0,14.54414717,14.54414717,,14.54414717,259.8271999,108.1582364,14.54414717,14.54414717,0,255,350.8934856,43.6324415,15,0,92.68001217,CWS,2011
0000000000000000011f,,,0,49.99445964,146.2767384,,0,49.99445964,0,,0,0,15,50.89664959,0,0,79.09225774,0,0,0,15,15,0,0,0,15,,,14.54889905,14.54889905,,0,0,0,14.54889905,262.6679308,,0,80.89668545,,,0,0,49.99445964,,,0,120.8855928,72.74449525,0,0,101.8422934,,,0,20.89666154,15,20.89666154,0,0,120.8855928,120.8855002,0,0,14.54889905,224.5812483,0,,0,0,43.64669715,,0,79.09225774,279.0701441,110.8966257,0,,162.6789517,279.0701441,0,0,20.89666154,0,CWS,2011
120,79.09451525,,0,20.89699623,134.4848736,0,0,43.64813927,79.09451525,,0,,0,49.99575574,,14.54937976,20.89699623,160.0431773,,0,104.4850289,49.99575574,0,0,0,14.54937976,,,0,14.54937976,,0,0,0,15,79.09451525,,0,14.54937976,,,0,0,0,,0,0,80.89697233,15,0,0,92.69094088,,,0,120.8884271,43.64813927,80.89697233,0,0,80.89697233,133.5836242,0,0,0,,0,,0,0,,0,0,104.4849333,120.8884271,79.09451525,0,0,43.64813927,152.6908692,0,0,0,0,CWS,2011
121,,,0,104.4756589,513.3792002,0,0,15,0,,0,0,0,162.662617,0,0,62.68541214,204.4529596,0,0,50.89512939,0,,0,0,62.68541214,,,0,14.54671554,,0,0,0,91.77886718,,,0,50.89512939,,,0,50.89512939,,,0,0,218.0564761,217.1498952,,0,0,,,0,14.54671554,15,135,0,0,62.68541214,728.0566797,0,0,45,515.4834697,0,,0,15,14.54671554,,0,338.056524,611.7609948,0,20.89514137,0,480.0416128,91.77886718,0,15,0,217.1498952,CWS,2011
122,0,,0,43.65035247,43.65035247,,0,14.55011749,179.0934815,,0,0,0,,0,0,108.1982148,195.4989198,,0,0,164.487621,0,0,0,43.65035247,,,0,14.55011749,,0,0,0,15,,,0,49.99774486,,,0,49.99774486,20.89750988,,0,0,15,56.34515439,15,0,179.0934815,,,0,162.6878344,0,247.3519973,0,0,43.65035247,179.0934815,0,0,15,14.55011749,0,,0,0,0,,0,43.65035247,253.6993897,,0,0,15,130.9510574,,0,15,,CWS,2011
123,,,0,43.66870936,79.12671654,0,0,20.90177073,14.55623645,0,0,15,14.55623645,72.78118227,14.55623645,0,160.118601,0,14.55623645,0,43.66870936,20.90177073,0,14.55623645,0,14.55623645,,,0,0,,14.55623645,0,0,0,72.78118227,,0,0,,,0,43.66870936,0,,,0,43.66870936,0,14.55623645,0,72.78118227,,,0,15,20.90177073,79.12671654,0,0,101.8936552,271.7234466,20.90177073,0,0,62.70532405,0,,0,14.55623645,14.55623645,14.55623645,0,101.8936552,43.66870936,,0,0,62.70532405,166.4641353,,20.90177073,43.66870936,20.90177073,CWS,2011
124,,,14.55722391,14.55722391,164.5121262,0,14.55722391,0,14.55722391,0,14.55722391,15,0,0,50.01690624,0,14.55722391,,50.01690624,15,0,0,14.55722391,0,14.55722391,0,,,0,14.55722391,,0,14.55722391,14.55722391,14.55722391,0,,14.55722391,14.55722391,,,14.55722391,0,14.55722391,,,14.55722391,0,15,72.78611954,20.90245842,14.55722391,,,14.55722391,14.55722391,0,0,79.13135405,15,0,14.55722391,140.902411,0,0,15,0,,14.55722391,0,0,,20.90245842,0,0,79.13135405,15,20.90245842,14.55722391,80.90248212,14.55722391,0,0,0,CWS,2011
125,,,0,20.90484776,80.90487138,,0,0,14.56065452,,0,,14.56065452,75,0,0,14.56065452,0,15,0,15,43.68196356,0,,0,0,,,0,0,,0,0,0,0,0,,0,0,,,14.56065452,,20.90484776,,,14.56065452,14.56065452,20.90484776,,0,20.90484776,,,0,50.02615681,0,14.56065452,0,0,20.90484776,79.14746585,15,0,0,45,0,,0,0,0,15,15,43.68196356,43.68196356,,14.56065452,0,0,50.02615681,15,0,0,50.02615681,CWS,2011
126,,,0,14.55970478,75,,0,0,0,,0,0,0,110.9041508,0,0,0,20.90418626,15,0,50.02359581,45,0,15,0,0,,,,0,,15,0,0,20.90418626,15,,0,0,,,0,0,15,,,0,20.90418626,,0,0,15,,,0,0,0,50.02359581,15,14.55970478,20.90418626,75,20.90418626,20.90418626,0,131.037343,14.55970478,,0,0,0,,0,50.02359581,72.79852388,80.90416262,0,0,0,15,20.90418626,0,20.90418626,14.55970478,CWS,2011
127,,,14.55933139,14.55933139,45,,92.71180224,14.55933139,308.3497478,20.9039262,14.55933139,,0,14.55933139,580.8371829,50.02258897,20.9039262,14.55933139,422.7119323,110.9038907,14.55933139,15,266.3270459,104.5195837,133.6381786,14.55933139,,,14.55933139,0,,137.3785773,0,0,20.9039262,0,,152.7116604,14.55933139,,,43.67799416,14.55933139,398.1344016,,,14.55933139,14.55933139,15,,14.55933139,14.55933139,,,43.67799416,0,14.55933139,62.71176677,20.9039262,20.9039262,20.9039262,14.55933139,20.9039262,105,14.55933139,15,321.0387425,,50.90393802,14.55933139,0,,14.55933139,20.9039262,91.83039559,,104.5195837,0,14.55933139,43.67799416,,140.9038789,0,14.55933139,CWS,2011
128,72.78228937,,0,14.55645787,14.55645787,,0,0,0,,0,0,0,62.70578665,0,0,0,104.5096721,0,0,0,14.55645787,,0,0,0,,,0,0,,0,0,0,0,50.01484068,,0,0,,,0,,0,,,0,0,0,0,0,0,,,0,0,0,72.78228937,0,0,20.90192493,50.01484068,0,0,0,,0,,0,0,0,0,0,0,50.01484068,,0,0,0,14.55645787,,0,0,0,CWS,2011
129,,,0,0,14.55690055,,0,0,0,,0,,0,14.55690055,0,0,0,0,0,0,162.7385847,14.55690055,14.55690055,,0,0,,,0,0,,0,0,14.55690055,0,0,,0,0,,,0,0,45,,,0,0,0,,0,134.5112254,,,0,14.55690055,0,134.5112254,14.55690055,0,133.6248517,20.90223322,14.55690055,43.67070165,0,0,0,,0,0,0,,0,0,14.55690055,,0,14.55690055,0,50.01603432,,0,0,0,CWS,2011
0000000000000000012a,,,0,0,14.55710479,,0,15,50.90238731,,15,0,43.67131437,194.5116521,0,0,50.01658504,,0,14.55710479,91.82129007,179.1639766,0,0,0,20.90237546,,,0,15,,0,0,0,50.90238731,20.90237546,,14.55710479,20.90237546,,,14.55710479,14.55710479,0,,,14.55710479,344.5120195,15,0,0,272.7072212,,,0,,50.90238731,14.55710479,0,14.55710479,43.67131437,166.4734234,14.55710479,0,14.55710479,160.1281527,0,,14.55710479,14.55710479,0,15,0,62.70713823,92.70715008,,14.55710479,0,20.90237546,50.90238731,,0,43.67131437,14.55710479,CWS,2011
0000000000000000012b,,,0,0,14.5547703,0,15,0,0,,0,,0,0,,15,0,0,45,20.90074971,,0,45,45,20.90074971,0,,,14.5547703,14.5547703,,14.5547703,43.6643109,20.90074971,14.5547703,,,45,14.5547703,,,14.5547703,0,45,,,14.5547703,14.5547703,,,0,0,,,0,43.6643109,0,50.01029031,14.5547703,15,0,14.5547703,20.90074971,14.5547703,14.5547703,14.5547703,45,,43.6643109,0,,,0,14.5547703,15,43.6643109,0,45,0,43.6643109,56.80149942,45,0,,CWS,2011
0000000000000000012c,,,20.90530805,14.56131535,14.56131535,,0,14.56131535,0,,14.56131535,,0,20.90530805,80.90528446,0,0,14.56131535,,15,0,0,50.02793876,0,0,14.56131535,,,50.90531985,0,,108.2732002,14.56131535,14.56131535,14.56131535,0,,14.56131535,14.56131535,,,14.56131535,0,104.5264931,,,0,0,104.5264931,,14.56131535,0,,,15,14.56131535,0,50.02793876,80.90533165,20.90530805,0,0,191.8941819,,14.56131535,20.90530805,80.90533165,,14.56131535,0,255,225,20.90530805,0,122.7159596,,15,14.56131535,14.56131535,92.71587697,,0,14.56131535,0,CWS,2011
0000000000000000012d,,,14.56195877,0,62.71728045,,14.56195877,0,14.56195877,,0,20.90575622,0,0,14.56195877,0,0,,,0,0,20.90575622,0,20.90575622,0,0,,,0,0,,20.90575622,0,0,0,,,0,0,,,14.56195877,0,50.02967376,,,0,0,0,,0,0,,,0,20.90575622,0,62.71725688,43.68587631,14.56195877,0,0,14.56195877,45,0,14.56195877,14.56195877,15,0,0,14.56195877,,15,20.90575622,0,,0,0,0,137.4014264,0,0,0,14.56195877,CWS,2011
